fullpart_time,gender,months_work,respect,hr_wage,fullpart_time_char,gender_char
(1) Full-time worker,(2) Female,3,(1) Strongly agree,13.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,18,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,11,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,20.45454545455,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,14.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.75,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,22.86,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.25,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,NA,16,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,NA,Part-time,Female
(2) Part-time worker,(2) Female,4,(2) Agree,10.5,Part-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,12,Part-time,Female
(1) Full-time worker,(1) Male,10,(2) Agree,29.22077922078,Full-time,Male
(1) Full-time worker,(2) Female,12,(2) Agree,11,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12.45,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.55,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,20.35000000001,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,1.875,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,15.5,Full-time,Female
NA,(2) Female,7,(1) Strongly agree,NA,NA,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,13,Part-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,7.25,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,20.11,Full-time,Female
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,9.5,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,10,Part-time,Female
(1) Full-time worker,(2) Female,2,(1) Strongly agree,13,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,31.92857142858,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,NA,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,18.40277777778,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,8.25,Part-time,Female
(1) Full-time worker,(1) Male,12,(2) Agree,24,Full-time,Male
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,11,(2) Agree,13,Part-time,Female
(2) Part-time worker,(2) Female,1,(3) Neither agree nor disagree,15,Part-time,Female
(1) Full-time worker,(2) Female,12,NA,14.5,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.09642857143,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,16,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,15,Full-time,Female
(1) Full-time worker,(2) Female,2,(1) Strongly agree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.26,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,15,Full-time,Female
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,17.66176470589,Part-time,Female
(2) Part-time worker,(2) Female,6,(1) Strongly agree,9.25,Part-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,10.52,Full-time,Female
(1) Full-time worker,(2) Female,10,(4) Disagree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,10.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,16,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,7.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15.5,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,107.5,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,25,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,9,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,23,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,20,Full-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,24.39024390244,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,18,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,NA,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.5,Full-time,Female
(2) Part-time worker,(2) Female,6,(2) Agree,8,Part-time,Female
(2) Part-time worker,(2) Female,5,(1) Strongly agree,7.09090909091,Part-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,15.9,Full-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,10.77,Full-time,Female
(2) Part-time worker,(2) Female,NA,(1) Strongly agree,51.42857142858,Part-time,Female
(2) Part-time worker,(2) Female,2,(2) Agree,9,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.7,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,15.11627906977,Full-time,Female
NA,(2) Female,12,(1) Strongly agree,3.57142857143,NA,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,15.9375,Part-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,27.77777777778,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,15,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,15,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.5,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,33.27205882353,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20.55,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,8.73750000001,Full-time,Female
(1) Full-time worker,(2) Female,NA,(2) Agree,21.88,Full-time,Female
(1) Full-time worker,(2) Female,11,(2) Agree,14.21568627451,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,10,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,11,(2) Agree,16.25,Full-time,Female
(2) Part-time worker,(2) Female,7,(3) Neither agree nor disagree,15.21739130435,Part-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,13.23,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,16,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,9,(1) Strongly agree,26.77222222223,Part-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,13,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,30,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14.45,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16.57,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,9,(1) Strongly agree,12.19,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,20,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,7.5,Full-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,13,Full-time,Male
(2) Part-time worker,(2) Female,12,(2) Agree,9.5,Part-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,9,Part-time,Female
(1) Full-time worker,(2) Female,2,(1) Strongly agree,9,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,8,(3) Neither agree nor disagree,20.007,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.3,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,10.5,Full-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,10.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,15.625,Full-time,Female
(2) Part-time worker,(2) Female,6,(3) Neither agree nor disagree,9.16666666667,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,11,(3) Neither agree nor disagree,16.28,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,10,(1) Strongly agree,12.8125,Part-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.83,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,5.95535714286,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,8,(1) Strongly agree,11,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(2) Agree,8.25,Part-time,Female
(1) Full-time worker,(2) Female,5,(1) Strongly agree,37.1052631579,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,25,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,10.75,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,19.36,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15.30612244898,Full-time,Female
(1) Full-time worker,(1) Male,7,(2) Agree,12,Full-time,Male
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,3,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,15.25,Full-time,Male
(1) Full-time worker,(2) Female,10,(1) Strongly agree,16.5343915344,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,30,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.54054054055,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,10.30000000001,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,12.16216216217,Part-time,Female
(2) Part-time worker,(2) Female,7,(1) Strongly agree,9,Part-time,Female
(2) Part-time worker,(2) Female,8,(1) Strongly agree,20.4268292683,Part-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,13,Part-time,Female
(1) Full-time worker,(2) Female,3,(2) Agree,8,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.09090909091,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,23,Full-time,Female
(1) Full-time worker,(2) Female,6,(2) Agree,10.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,17.5,Full-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,23.07692307693,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,11.15,Part-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.25,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16.66666666667,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,11.78,Part-time,Female
(2) Part-time worker,(2) Female,9,(3) Neither agree nor disagree,14.14,Part-time,Female
(1) Full-time worker,(2) Female,3,(3) Neither agree nor disagree,14,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,12.5,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(5) Strongly disagree,12.4875,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,5.55555555556,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,4,(2) Agree,7.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,14.2,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,9,(1) Strongly agree,NA,Part-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,NA,Part-time,Female
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.5,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,13,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,13.125,Full-time,Female
(2) Part-time worker,(1) Male,1,(1) Strongly agree,8.25,Part-time,Male
(1) Full-time worker,(2) Female,1,(1) Strongly agree,15.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,11.55,Full-time,Female
(2) Part-time worker,(2) Female,6,(3) Neither agree nor disagree,10.15,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,10.625,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.01923076924,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,16,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.06432748539,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11,Full-time,Female
(2) Part-time worker,(2) Female,11,(1) Strongly agree,10.7,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,NA,Full-time,Female
(1) Full-time worker,(2) Female,3,(1) Strongly agree,9,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,51.42857142858,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,NA,Part-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,13.12195121952,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14.51,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,24.39024390244,Full-time,Female
(2) Part-time worker,(2) Female,12,(4) Disagree,2.5,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.78260869566,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.625,Full-time,Female
(2) Part-time worker,(2) Female,2,(1) Strongly agree,15,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.5,Full-time,Female
(1) Full-time worker,(2) Female,1,(2) Agree,8,Full-time,Female
(1) Full-time worker,(2) Female,6,(3) Neither agree nor disagree,10.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,7.25,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(1) Male,12,(2) Agree,15.43209876544,Full-time,Male
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.25,Full-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,13,Full-time,Male
(2) Part-time worker,(2) Female,6,(1) Strongly agree,10,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.15,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.35,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9,Full-time,Female
(2) Part-time worker,(1) Male,10,(1) Strongly agree,52.5,Part-time,Male
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
(2) Part-time worker,(2) Female,2,(2) Agree,10,Part-time,Female
(2) Part-time worker,NA,3,(1) Strongly agree,7.25,Part-time,NA
(1) Full-time worker,(2) Female,12,(2) Agree,11.15,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16,Full-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,19.23076923077,Full-time,Female
(2) Part-time worker,(2) Female,7,(2) Agree,22.05882352942,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,23.94,Full-time,Female
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,15,Full-time,Female
(2) Part-time worker,(2) Female,8,(2) Agree,11,Part-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,21,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14,Full-time,Female
(2) Part-time worker,(2) Female,12,(4) Disagree,9,Part-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,23.07692307693,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.75,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,9,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16,Full-time,Female
(2) Part-time worker,(1) Male,10,(1) Strongly agree,25.6093125,Part-time,Male
(2) Part-time worker,(2) Female,11,(2) Agree,17.22,Part-time,Female
(1) Full-time worker,(2) Female,NA,(2) Agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,11,(1) Strongly agree,15,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,23,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,17,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,8,(3) Neither agree nor disagree,18.47222222223,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.25,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,12,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.03,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,NA,(2) Agree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,5,(2) Agree,6.25,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,7.75,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,19.5,Full-time,Female
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,10.1,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16.43,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,63.33333333334,Part-time,Female
(2) Part-time worker,(2) Female,5,(1) Strongly agree,11.33,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15.2,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,8.125,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,23.61111111112,Full-time,Female
(2) Part-time worker,(2) Female,3,(1) Strongly agree,13,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,20,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(2) Part-time worker,(2) Female,3,(2) Agree,10,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.5,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,11.76470588236,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,NA,12,NA,15.25,Full-time,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.5,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,8,(1) Strongly agree,14.5,Full-time,Female
(1) Full-time worker,(2) Female,4,(5) Strongly disagree,12,Full-time,Female
(2) Part-time worker,(2) Female,1,(1) Strongly agree,11.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.438225,Full-time,Female
(2) Part-time worker,(2) Female,6,(1) Strongly agree,12,Part-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,41.11111111112,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,9,(2) Agree,17.34,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,5.45454545455,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.75,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,13,Part-time,Female
(1) Full-time worker,(1) Male,12,(2) Agree,9,Full-time,Male
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.62222222223,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,13,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,18,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14.0503875969,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,20,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,21,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,15,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,19.44444444445,Full-time,Female
(1) Full-time worker,(2) Female,2,(2) Agree,7.5,Full-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,15.4845,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,24.71,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,11,Part-time,Female
(1) Full-time worker,(2) Female,11,(3) Neither agree nor disagree,8.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,48.87218045113,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,6,(1) Strongly agree,12.13,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16.16,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,6,(1) Strongly agree,5.678125,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,8.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,NA,(2) Agree,28.33333333334,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.25,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,29.16666666667,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,3.67346938776,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,11,Part-time,Female
(1) Full-time worker,(2) Female,NA,(2) Agree,16,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,23,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.1,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(2) Agree,13,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,11.06382978724,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,18,Full-time,Female
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,10.9,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.58605664489,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.1,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,19,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,15.5,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,17,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
(2) Part-time worker,(2) Female,8,(1) Strongly agree,8.5,Part-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,34.88372093024,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,15,Full-time,Female
